IDENTIFIER	chrom	start	stop	symbol	is_refseq	refseq_id
10495163	3	106350745	106377763	Dram2	true	NM_026013
10495173	3	106487905	106539962	4933421E11Rik	true	NM_001039488
10495183	3	106839215	106840927	Kcna3	true	NM_008418
10495186	3	106842422	106854080	AI504432	false	NA
10495190	3	106893798	106901319	A930002I21Rik	false	NA
10495193	3	106904485	106917600	Kcna2	true	NM_008417
10495197	3	106915341	106915592	Gm10672	false	NA
10495199	3	106996973	106998508	Kcna10	true	NM_001081140
10495201	3	107081806	107087000	Hbxip	true	NM_026774
10495206	3	107094210	107115033	Slc16a4	true	NM_146136
10495218	3	107397949	107408687	Alx3	true	NM_007441
10495223	3	107680155	107695818	Eps8l3	true	NM_133867
10495243	3	107698757	107701604	Gstm5	true	NM_010360
10495252	2	NA	NA	10495252	false	NM_025946
10495255	3	107836944	107837074	10495255	false	NA
10495257	3	107888894	107890927	Ampd2	true	NM_028779
10495259	3	107895986	107904347	Gnat2	true	NM_008141
10495270	3	107989253	107994697	Amigo1	true	NM_146137
10495279	3	108059844	108082892	Psma5	true	NM_011967
10495285	3	108087050	108164429	Sort1	true	NM_019972
10495306	3	108167829	108182975	Mybphl	true	NM_026831
10495316	3	108186761	108191149	Psrc1	true	NM_019976
10495330	3	108244248	108244379	10495330	false	NA
10495332	3	108340469	108347641	1700013F07Rik	false	NA
10495340	3	108374617	108386140	Taf13	true	NM_025444
10495343	3	108394335	108448637	Wdr47	true	NM_181400
10495359	3	108457165	108480930	Clcc1	true	NM_001177770
10495371	3	108547311	108584969	Aknad1	true	NM_177859
10495385	3	108743002	108763694	4921515J06Rik	true	NM_025723
10495394	3	108883387	108919605	4930443G12Rik	true	NM_029054
10495405	3	108926067	108971375	Slc25a24	true	NM_172685
10495416	3	109143601	109488612	Vav3	true	NM_020505
10495447	3	109666698	109666803	10495447	false	NA
10495449	3	113733509	113923205	Col11a1	true	NM_007729
10495518	3	114607051	114828174	Olfm3	true	NM_153157
10495528	3	115418068	115419650	Gm9889	false	NA
10495530	3	115591101	115632250	Dph5	true	NM_027193
10495539	3	115710395	115731878	Extl2	true	NM_021388
10495549	3	116216025	116252896	Dbt	true	NM_010022
10495562	3	116265940	116286052	Lrrc39	true	NM_175413
10495574	3	116297926	116332065	Sass6	true	NM_028349
10495592	3	116547648	116547887	10495592	false	NA
10495594	3	116549871	116550239	10495594	false	NA
10495596	3	116569105	116606560	Frrs1	true	NM_001113478
10495613	3	117278278	117392424	4833424O15Rik	true	NM_029425
10495621	3	118136761	118136862	Mir137	false	NA
10495623	3	118137688	118138915	Gm9916	false	NA
10495625	3	118265094	119135842	Dpyd	true	NM_170778
10495649	3	120873062	120873340	Gm10652	false	NA
10495651	3	120994691	121064936	Alg14	true	NM_024178
10495657	3	121065676	121067187	Alg14	false	NA
10495659	3	121129458	121161123	Cnn3	true	NM_028044
10495668	3	121373681	121385900	4930432M17Rik	false	NA
10495675	3	121426455	121437966	F3	true	NM_010171
10495685	3	121656244	121719072	Arhgap29	true	NM_172525
10495712	3	121747378	121882979	Abca4	true	NM_007378
10495763	3	121948510	121969566	Gclm	true	NM_008129
10495773	3	121977332	121988189	Dnttip2	true	NM_153806
10495781	3	122122716	122233101	Bcar3	true	NM_013867
10495794	3	122432076	122559070	Pde5a	true	NM_153422
10495820	3	122598294	122602424	Fabp2	true	NM_007980
10495826	3	122627318	122629111	1810037I17Rik	true	NM_024461
10495830	3	122970414	123068554	Sec24d	true	NM_027135
10495854	3	123149831	123209521	Prss12	true	NM_008939
10495867	3	123994992	123995423	Gm9372	false	NA
10495869	3	124023955	124027661	Tram1l1	true	NM_146140
10495873	1	NA	NA	10495873	false	NM_008972
10495876	3	124113573	124113682	10495876	false	NA
10495878	3	125140598	125427697	Ndst4	true	NM_022565
10495891	3	126066770	126143292	Arsj	true	NM_173451
10495896	3	126299891	126547972	Camk2d	true	NM_001025439
10495923	3	127248146	127248219	Mir302b	false	NA
10495925	3	127248281	127248348	Mir302c	false	NA
10495927	3	127248414	127248482	Mir302a	false	NA
10495929	3	127248542	127248607	Mir302d	false	NA
10495931	3	127248651	127248725	Mir367	false	NA
10495933	3	127256407	127256573	4930422G04Rik	true	NM_197997
10495935	3	127258213	127284509	4930422G04Rik	true	NM_197997
10495945	3	127286502	127320934	4930422G04Rik	true	NM_197997
10495964	3	127336063	127338549	Neurog2	true	NM_009718
10495967	3	127492837	127501307	Tifa	true	NM_145133
10495972	3	127742791	127743174	Gm10650	false	NA
10495974	3	128243290	128243398	10495974	false	NA
10495976	3	128902836	128922509	Pitx2	true	NM_011098
10495987	3	129136591	129137633	Gm5712	false	NA
10495989	2	NA	NA	10495989	false	NM_013721
10495993	3	129235304	129341413	Elovl6	true	NM_130450
10496001	3	129539655	129578250	Cfi	true	NM_007686
10496015	3	129581524	129598739	Pla2g12a	true	NM_183423
10496023	3	129604382	129616869	Casp6	true	NM_009811
10496032	2	NA	NA	10496032	false	NM_009076
10496036	3	129883796	130299335	Col25a1	true	NM_029838
10496077	3	130320493	130338668	Agxt2l1	true	NM_027907
10496091	3	130813215	130927239	Lef1	true	NM_010703
10496110	3	131227855	131306635	Papss1	true	NM_011863
10496125	3	131748265	131843274	Dkk2	true	NM_020265
10496130	3	132347132	132501025	Tbck	true	NM_001163455
10496159	3	132754915	132773952	Ints12	true	NM_027927
10496167	3	132962186	132962905	LOC280487	false	NA
10496169	3	132973080	133041035	Ppa2	true	NM_146141
10496182	3	133899461	133925054	Cxxc4	true	NM_001004367
10496192	3	134491971	134597543	Tacr3	true	NM_021382
10496200	3	134626085	134627002	10496200	false	NA
10496202	3	134810372	134810477	10496202	false	NA
10496204	3	134875527	134936504	Cenpe	true	NM_173762
10496251	3	134944256	134967390	Bdh2	true	NM_001172055
10496262	3	134970711	135005504	Nhedc2	true	NM_178877
10496276	3	135011001	135060788	Nhedc1	true	NM_028946
10496295	3	135101717	135130142	Ube2d3	true	NM_025356
10496302	3	135148575	135234368	Manba	true	NM_027288
10496322	3	135390302	135391702	Gm9799	false	NA
10496324	3	135488455	135551356	Slc39a8	true	NM_001135149
10496336	3	135782676	135783395	LOC280487	false	NA
10496338	3	136333734	136600350	Ppp3ca	true	NM_008913
10496357	3	136730856	136730962	10496357	false	NA
10496359	3	137004066	137095149	Emcn	true	NM_001163522
10496373	3	137286700	137291297	Ddit4l	true	NM_030143
10496379	3	137527529	137529886	H2afz	true	NM_016750
10496387	3	137530777	137571548	Dnajb14	true	NM_001033155
10496397	3	137581519	137591731	Mapksp1	true	NM_019920
10496405	3	137729075	137733376	Gm5105	true	NM_177860
10496417	3	137806437	137822785	Rg9mtd2	true	NM_175389
10496425	3	137880724	137895006	Adh7	true	NM_009626
10496438	3	137940609	137953662	Adh1	true	NM_007409
10496447	3	137981223	137992182	Adh6a	true	NM_026945
10496455	3	138006102	138006260	10496455	false	NA
10496457	3	138015342	138020753	Adh6b	false	NA
10496462	3	138037085	138051255	Adh6-ps1	false	NA
10496466	3	138078473	138093856	Adh4	true	NM_011996
10496475	3	138106128	138118463	Adh5	true	NM_007410
10496485	3	138189155	138220563	Eif4e	true	NM_007917
10496490	3	138189389	138189769	Eif4e	false	NA
10496494	3	138405159	138567390	Tspan5	true	NM_019571
10496504	3	138868857	139373263	B930007M17Rik	true	NM_198659
10496519	3	141128528	141497886	Unc5c	true	NM_009472
10496539	3	142159864	142185308	Gbp5	true	NM_153564
10496555	3	142163518	142282140	Gbp1	true	NM_010259
10496569	3	142193306	142210485	Gbp6	true	NM_145545
10496580	3	142223109	142236177	Gbp3	true	NM_018734
10496592	3	142283606	142300972	Gbp2	true	NM_010260
10496605	3	142364039	142407874	Ccbl2	true	NM_173763
10496621	3	142428211	142446570	Gtf2b	true	NM_145546
10496626	6	NA	NA	10496626	false	NM_008084
10496629	3	144233391	144260721	Sep15	true	NM_053102
10496638	3	144781553	144816853	Odf2l	true	NM_001162538
10496656	3	144955436	145214969	Col24a1	true	NM_027770
10496715	3	145239194	145266939	Znhit6	true	NM_001081094
10496727	3	145421691	145557241	Ddah1	true	NM_026993
10496735	X	NA	NA	10496735	false	NM_019865
10496737	3	145587314	145597248	Bcl10	true	NM_009740
10496742	3	145600996	145607791	2410004B18Rik	true	NM_025555
10496748	3	145651617	145684007	Syde2	true	NM_001166064
10496756	3	145784642	145804770	Mcoln3	true	NM_134160
10496771	3	145812797	145858476	Mcoln2	true	NM_026656
10496789	3	145883949	145949150	Lpar3	true	NM_022983
10496796	3	146067619	146103103	Ssx2ip	true	NM_138744
10496813	3	146113447	146128735	Ctbs	true	NM_028836
10496822	3	146162800	146168511	Gng5	true	NM_010318
10496825	3	146260113	146294447	Uox	true	NM_009474
10496835	5	NA	NA	10496835	false	NM_010439
10496837	3	146515371	146603220	Ttll7	true	NM_027594
10496854	3	146606970	146645714	Ttll7	true	NM_027594
10496862	3	148873235	148873682	10496862	false	NA
10496864	3	148967793	149008804	Gm5149	false	NA
10496872	3	151100851	151208052	Eltd1	true	NM_133222
10496890	3	151828338	151829452	Gipc2	true	NM_016867
10496892	3	151873454	151899790	Fubp1	true	NM_057172
10496919	3	152009442	152056581	Usp33	true	NM_133247
10496946	3	152059658	152122445	Zzz3	true	NM_198416
10496956	3	152377064	152451979	Pigk	true	NM_178016
10496971	3	153507206	153516579	Asb17	true	NM_025758
10496975	3	153636400	153934686	Slc44a5	true	NM_001081263
10497001	3	154260163	154286146	Cryz	true	NM_009968
10497012	3	154327235	154427891	4922501L14Rik	true	NM_175176
10497031	3	154754982	154755090	10497031	false	NA
10497033	3	154756398	154857242	Lrriq3	true	NM_028938
10497045	3	155177540	155178269	10497045	false	NA
10497048	3	155723853	155725036	10497048	false	NA
10497051	3	156224758	156979411	Negr1	true	NM_001039094
10497064	3	157028962	157029068	10497064	false	NA
10497066	3	157197351	157211305	Zranb2	true	NM_017381
10497077	3	157207243	157207313	Mir186	false	NA
10497079	3	157229856	157307722	Ptger3	true	NM_011196
10497086	3	157588235	157589843	10497086	false	NA
10497090	3	157610215	157669801	Ankrd13c	true	NM_001013806
10497105	3	157699667	157731442	Lrrc40	true	NM_024194
10497122	3	159158409	159192540	Depdc1a	true	NM_001172092
10497135	3	159263273	159287763	Rpe65	true	NM_029987
10497149	3	159502659	159598797	Wls	true	NM_026582
10497165	3	4161125	4161625	10497165	false	NA
10497167	3	4567203	4567335	10497167	false	NA
10497169	3	4890266	4891231	10497169	false	NA
10497173	3	5560500	5576239	Pxmp3	true	NM_008994
10497181	3	6615423	6620441	1700008P02Rik	true	NM_027048
10497186	3	7192841	7193210	10497186	false	NA
10497188	3	7572077	7613427	Il7	true	NM_008371
10497197	3	8021376	8021843	5330432E05Rik	false	NA
10497199	2	NA	NA	10497199	false	NM_145538
10497201	3	8616028	8616435	10497201	false	NA
10497203	3	8663359	8667039	Hey1	true	NM_010423
10497209	3	8802154	8923857	Mrps28	true	NM_025434
10497214	3	8929436	9004515	Tpd52	true	NM_001025261
10497222	3	9427020	9610085	Zfp704	true	NM_133218
10497237	3	9691898	9833630	Pag1	true	NM_001195031
10497250	3	9970500	9971949	10497250	false	NA
10497253	3	10179848	10183885	Pmp2	true	NM_001030305
10497258	3	10193621	10197222	Fabp9	true	NM_011598
10497265	3	10204328	10208576	Fabp4	true	NM_024406
10497276	3	10244209	10301183	Fabp12	true	NM_029310
10497285	3	10313540	10331380	Impa1	true	NM_018864
10497296	3	10331734	10335656	Slc10a5	true	NM_001010834
10497300	3	10339956	10351313	Zfand1	true	NM_025512
10497309	3	10418147	10440100	Snx16	true	NM_029068
10497319	3	11008846	11009603	10497319	false	NA
10497321	19	NA	NA	10497321	false	NM_023418
10497323	3	11823770	11824027	Gm10745	false	NA
10497325	5	NA	NA	10497325	false	NM_010439
10497327	3	13792930	13793649	LOC280487	false	NA
10497335	3	14606320	14611221	1810022K09Rik	false	NA
10497337	3	14662920	14808365	Car1	true	NM_009799
10497343	3	14802353	14802583	10497343	false	NA
10497345	3	15296551	15332302	Gm9733	true	NM_001076679
10497349	3	15371781	15426427	Sirpb1a	true	NM_001002898
10497356	3	15503102	15503216	Sirpb1a	true	NM_001002898
10497358	3	15541538	15575049	Sirpb1b	true	NM_001173460
10497364	3	15695154	15748512	Sirpb1b	true	NM_001173460
10497372	3	15848070	15906332	Gm5150	false	NA
10497376	3	17130637	17130976	10497376	false	NA
10497379	3	17685519	17685905	Gm10742	false	NA
10497381	3	17971950	18143329	Cyp7b1	true	NM_007825
10497390	3	19032144	19063065	Armc1	true	NM_028840
10497399	3	19124680	19211322	Pde7a	true	NM_001122759
10497417	3	19593414	19595329	Crh	true	NM_205769
10497421	3	19895945	19935302	Hps3	true	NM_080634
10497441	3	20021970	20054995	Gyg	true	NM_013755
10497451	3	20115516	20142080	Cpa3	true	NM_007753
10497463	3	20149383	20174651	Cpb1	true	NM_029706
10497475	3	20213395	20266099	Agtr1b	true	NM_175086
10497481	3	21974611	21974988	2810416G20Rik	false	NA
10497483	5	NA	NA	10497483	false	NM_010439
10497485	3	23703848	23704036	10497485	false	NA
10497487	3	23745394	23768652	10497487	false	NA
10497490	3	23901819	24450972	Naaladl2	false	NA
10497501	3	24682374	24682406	Naaladl2	false	NA
10497503	11	NA	NA	10497503	false	NM_010655
10497505	3	25330763	26230831	Nlgn1	true	NM_138666
10497520	3	26996144	27052761	Ect2	true	NM_007900
10497548	3	27315083	27609367	Fndc3b	true	NM_173182
10497580	3	27446337	27446642	10497580	false	NA
10497582	3	27765085	27795290	Tmem212	true	NM_001164437
10497587	13	NA	NA	10497587	false	NM_025904
10497590	3	29850229	30039345	Mecom	true	NM_007963
10497608	3	29914466	30408409	Mecom	true	NM_021442
10497613	3	30167202	30167663	Gm10258	false	NA
10497615	3	30494268	30494686	1600017P15Rik	false	NA
10497617	3	30495995	30498836	Arpm1	true	NM_029690
10497622	3	30523189	30546791	Lrrc34	true	NM_027941
10497636	3	30577962	30594550	10497636	false	NA
10497644	3	30692060	30692482	Sec62	true	NM_027016
10497646	3	30798934	30799236	Phc3	true	NM_001165954
10497648	3	30805731	30868323	Phc3	true	NM_001165954
10497663	3	31101832	31209217	Slc7a14	true	NM_172861
10497673	3	32233714	32264587	Zmat3	true	NM_009517
10497682	3	32371167	32390881	Kcnmb3	true	NM_001195074
10497689	3	32482448	32515457	Gnb4	true	NM_013531
10497703	3	32626419	32635697	Mrpl47	true	NM_029017
10497711	3	32635967	32636305	Ndufb5	true	NM_025316
10497713	3	32849534	33041781	Pex5l	true	NM_021483
10497731	3	33711283	33743232	Ccdc39	true	NM_026222
10497752	16	NA	NA	10497752	false	NM_025821
10497754	3	33956680	33980248	Dnajc19	true	NM_026332
10497761	3	35528687	35562746	10497761	false	NA
10497765	3	35791574	35831799	Dcun1d1	true	NM_033623
10497773	3	35858234	35899553	Mccc1	true	NM_023644
10497794	3	35906169	35952469	Ccdc144b	true	NM_178418
10497808	3	36078049	36121197	Qrfpr	true	NM_198192
10497817	3	36347845	36374620	Anxa5	true	NM_009673
10497831	3	36463787	36470920	Ccna2	true	NM_009828
10497842	3	36472064	36512311	Bbs7	true	NM_027810
10497862	3	36519404	36589089	Trpc3	true	NM_019510
10497878	3	37019644	37024876	Il2	true	NM_008366
10497886	3	37121681	37131540	Il21	true	NM_021782
10497894	3	37207549	37211368	Cetn4	true	NM_145825
10497899	3	37234254	37248662	10497899	false	NA
10497904	3	37303904	37319108	Nudt6	true	NM_153561
10497912	3	37613112	37623412	Gm5148	true	NM_198657
10497918	3	38006362	38006844	Gm9104	true	NM_001111313
10497920	3	38348183	38383723	Ankrd50	true	NM_001167883
10497929	3	38457048	38457134	10497929	false	NA
10497931	1	NA	NA	10497931	false	NM_009805
10497935	3	39534886	39535003	10497935	false	NA
10497937	3	40403806	40421834	1700017G19Rik	false	NA
10497944	3	40621992	40697924	Mfsd8	true	NM_028140
10497958	3	40658593	40659147	1700034I23Rik	true	NM_028494
10497960	3	40698284	40706465	1700034I23Rik	true	NM_028494
10497964	3	40870263	40886909	Pgrmc2	true	NM_027558
10497968	3	41089989	41094512	Gm16508	false	NA
10497971	3	41430864	41546403	Sclt1	true	NM_001081411
10497994	3	46250017	46251150	Pabpc4l	true	NM_001101479
10497996	7	NA	NA	10497996	false	NM_175115
10497998	3	47034469	47034902	10497998	false	NA
10498000	3	47069452	47069670	Gm10730	false	NA
10498002	3	48409654	48413023	1700018B24Rik	false	NA
10498005	3	48910431	48921116	10498005	false	NA
10498011	3	49152965	49304604	10498011	false	NA
10498018	3	49547209	49561203	Pcdh18	true	NM_130448
10498024	3	49696436	50247535	Slc7a11	true	NM_011990
10498038	3	51059152	51144547	Elf2	true	NM_023502
10498053	3	51192334	51200462	4930583H14Rik	true	NM_026358
10498058	3	51208599	51212877	Ndufc1	true	NM_025523
10498064	3	51319240	51364745	Setd7	true	NM_080793
10498076	3	51491533	51908155	Maml3	true	NM_001004176
10498093	3	51712155	51712596	10498093	false	NA
10498095	3	52786045	52821138	Cog6	true	NM_026225
10498117	9	NA	NA	10498117	false	NA
10498119	3	53228213	53461277	Frem2	true	NM_172862
10498146	3	53255918	53267180	Nhlrc3	true	NM_172501
10498155	18	NA	NA	10498155	false	NM_020600
10498158	3	53657538	53657693	Gm10726	false	NA
10498160	3	53659134	53667728	Ufm1	true	NM_026435
10498166	3	54517759	54517881	10498166	false	NA
10498168	3	54532600	54539315	Exosc8	true	NM_001163570
10498180	3	54607045	54611713	Rfxap	true	NM_133231
10498185	16	NA	NA	10498185	false	NM_009186
10498187	3	54700990	54719809	6030405A18Rik	true	NM_177854
10498192	3	54849397	54858977	Ccna1	true	NM_007628
10498204	3	55181379	55207144	Dclk1	true	NM_019978
10498210	3	55429155	55987623	Nbea	true	NM_030595
10498268	3	56691984	56695250	F830104G03Rik	false	NA
10498273	3	57090986	57105841	Tm4sf1	true	NM_008536
10498284	3	57259571	57379802	Wwtr1	true	NM_133784
10498296	3	57448271	57455613	Commd2	true	NM_175095
10498302	3	57471344	57496459	Gm410	true	NM_001033349
10498307	3	57521683	57522219	10498307	false	NA
10498309	3	57645817	57651459	Pfn2	true	NM_019410
10498313	X	NA	NA	10498313	false	NM_008828
10498319	3	58325891	58329676	Serp1	true	NM_030685
10498323	3	58420232	58430626	Fam194a	true	NM_001081262
10498332	3	58478871	58496310	Siah2	true	NM_009174
10498337	3	58648788	58689134	Clrn1	true	NM_153384
10498343	3	58782786	58782948	10498343	false	NA
10498345	3	58900629	58959422	Gpr171	true	NM_173398
10498350	3	58918547	58935250	P2ry14	true	NM_133200
10498357	3	58955066	58957418	F630111L10Rik	false	NA
10498361	3	58982845	58999026	Gpr87	true	NM_032399
10498367	3	59011818	59014804	P2ry13	true	NM_028808
10498371	3	59020191	59066747	P2ry12	true	NM_027571
10498379	3	59121847	59132793	Igsf10	true	NM_001162884
10498383	3	59131706	59135965	Igsf10	true	NM_001162884
10498386	3	59133093	59145254	Igsf10	true	NM_001162884
10498391	3	59309587	59315496	10498391	false	NA
10498395	3	59406381	59422837	Gm5709	false	NA
10498401	3	61132676	61133136	10498401	false	NA
10498403	3	61167714	61168244	10498403	false	NA
10498405	6	NA	NA	10498405	false	NA
10498407	3	61871450	61873436	10498407	false	NA
10498413	3	62143179	62143676	9330121J05Rik	false	NA
10498415	3	62274005	62310910	Dhx36	true	NM_028136
10498441	3	62333885	62409062	Gpr149	true	NM_177346
10498446	3	62977028	62977782	10498446	false	NA
10498448	3	63500159	63655132	Plch1	true	NM_183191
10498477	3	63718618	63733394	E130311K13Rik	true	NM_177856
10498485	3	63737429	63768655	Slc33a1	true	NM_015728
10498500	3	63920354	63922798	Vmn2r1	true	NM_019918
10498503	3	64143604	64219224	10498503	false	NA
10498508	3	64295197	64313462	Vmn2r1	true	NM_019918
10498515	3	64436785	64648687	Vmn2r7	false	NA
10498519	3	65183577	65196507	Ssr3	true	NM_026155
10498526	3	65331445	65333301	4931440P22Rik	false	NA
10498529	3	65575433	65575539	10498529	false	NA
10498531	3	65750060	65762147	Ccnl1	true	NM_019937
10498547	3	65857481	66100759	Veph1	true	NM_145820
10498566	3	65891935	65892183	10498566	false	NA
10498568	3	66777181	66785693	Shox2	true	NM_013665
10498576	3	67261919	67268265	Lxn	true	NM_016753
10498584	3	67282894	67319445	Rarres1	true	NM_001164763
10498591	3	67411128	67411705	Rarres1	true	NM_001164763
10498593	3	67423718	67424641	10498593	false	NA
10498595	7	NA	NA	10498595	false	NM_026943
10498597	3	68673344	68673910	1110032F04Rik	true	NM_001167996
10498599	3	68696417	68808387	Ift80	true	NM_026641
10498620	3	68839210	68848589	Trim59	true	NM_025863
10498623	3	68876143	68931014	Kpna4	true	NM_008467
